created_at,instrument,size,entry_price
2023-01-29 06:50:24.093797+00,ETH-USD,0,0
2023-01-29 06:55:24.18413+00,ETH-USD,0,0
2023-01-29 07:00:39.270148+00,ETH-USD,0,0
2023-01-29 07:10:23.884278+00,ETH-USD,0,0
2023-01-29 07:15:40.322329+00,ETH-USD,0,0
2023-01-29 07:25:22.980903+00,ETH-USD,0.01,1591.4
2023-01-29 07:35:23.768445+00,ETH-USD,0.01,1591.4
2023-01-29 07:45:39.518969+00,ETH-USD,0.01,1591.4
2023-01-29 07:50:24.053376+00,ETH-USD,0.01,1591.4
2023-01-29 08:00:39.827883+00,ETH-USD,0.01,1591.4
2023-01-29 08:10:24.633057+00,ETH-USD,0.01,1591.4
2023-01-29 08:15:40.394702+00,ETH-USD,0.01,1591.4
2023-01-29 08:25:23.839581+00,ETH-USD,0.01,1591.4
2023-01-29 08:30:40.421811+00,ETH-USD,0.01,1591.4
2023-01-29 08:40:25.642597+00,ETH-USD,0.01,1591.4
2023-01-29 08:50:23.644051+00,ETH-USD,0.01,1591.4
2023-01-29 08:55:23.723351+00,ETH-USD,0.01,1591.4
2023-01-29 09:05:24.346888+00,ETH-USD,0.01,1591.4
2023-01-29 09:15:40.884428+00,ETH-USD,0,0
2023-01-29 09:20:23.459585+00,ETH-USD,-0.01,1595.1
2023-01-29 09:25:23.54024+00,ETH-USD,-0.02,1596.2
2023-01-29 09:30:38.618412+00,ETH-USD,-0.03,1597.8
2023-01-29 09:40:23.839375+00,ETH-USD,-0.04,1599.625
2023-01-29 09:45:40.102992+00,ETH-USD,-0.04,1599.625
2023-01-29 09:55:23.527935+00,ETH-USD,-0.04,1599.625
2023-01-29 10:00:39.822394+00,ETH-USD,-0.04,1599.625
2023-01-29 10:05:24.92664+00,ETH-USD,-0.05,1600.7
2023-01-29 10:15:39.496452+00,ETH-USD,-0.06,1602.183333
2023-01-29 10:20:23.598176+00,ETH-USD,-0.06,1602.183333
2023-01-29 10:30:40.575746+00,ETH-USD,-0.07,1603.7
2023-01-29 10:35:24.003219+00,ETH-USD,-0.07,1603.7
2023-01-29 10:45:23.934527+00,ETH-USD,-0.07,1603.7
2023-01-29 10:55:23.698828+00,ETH-USD,-0.07,1603.7
2023-01-29 11:00:39.788883+00,ETH-USD,-0.07,1603.7
2023-01-29 11:10:23.820732+00,ETH-USD,0,0
2023-01-29 11:15:38.303062+00,ETH-USD,0,0
2023-01-29 11:25:23.528239+00,ETH-USD,0,0
2023-01-29 11:35:23.7105+00,ETH-USD,0,0
2023-01-29 11:40:23.830764+00,ETH-USD,0,0
2023-01-29 11:50:24.008926+00,ETH-USD,0,0
2023-01-29 11:55:24.110808+00,ETH-USD,-0.01,1610.5
2023-01-29 12:00:39.782377+00,ETH-USD,-0.01,1610.5
2023-01-29 12:10:23.806093+00,ETH-USD,-0.01,1610.5
2023-01-29 12:15:40.685956+00,ETH-USD,-0.01,1610.5
2023-01-29 12:20:24.185429+00,ETH-USD,0.02,1603.75
2023-01-29 12:30:39.785118+00,ETH-USD,0.02,1603.75
2023-01-29 12:35:24.482481+00,ETH-USD,0.02,1603.75
2023-01-29 12:45:23.904155+00,ETH-USD,0,0
2023-01-29 12:55:24.107776+00,ETH-USD,-0.01,1610.9
2023-01-29 13:05:23.714713+00,ETH-USD,-0.01,1610.9
2023-01-29 13:10:23.807541+00,ETH-USD,-0.04,1617.35
2023-01-29 13:20:23.99934+00,ETH-USD,-0.05,1618.2
2023-01-29 13:30:40.56119+00,ETH-USD,-0.05,1618.2
2023-01-29 13:40:23.796849+00,ETH-USD,0,0
2023-01-29 13:50:24.167128+00,ETH-USD,0,0
2023-01-29 14:00:39.760913+00,ETH-USD,0,0
2023-01-29 14:10:23.819175+00,ETH-USD,-0.01,1615.8
2023-01-29 14:20:24.173122+00,ETH-USD,0.02,1610.65
2023-01-29 14:30:39.163177+00,ETH-USD,0.03,1609.066667
2023-01-29 14:35:26.093484+00,ETH-USD,0.03,1609.066667
2023-01-29 14:45:40.840857+00,ETH-USD,0.03,1609.066667
2023-01-29 14:50:23.392755+00,ETH-USD,0.03,1609.066667
2023-01-29 14:55:24.08724+00,ETH-USD,-0.01,1616.2
2023-01-29 15:05:23.696635+00,ETH-USD,-0.01,1616.2
2023-01-29 15:15:40.656822+00,ETH-USD,-0.01,1616.2
2023-01-29 15:20:23.979544+00,ETH-USD,0,0
2023-01-29 15:25:26.653594+00,ETH-USD,0,0
2023-01-29 15:35:23.676642+00,ETH-USD,0,0
2023-01-29 15:40:23.777698+00,ETH-USD,0,0
2023-01-29 15:50:23.980353+00,ETH-USD,0,0
2023-01-29 16:00:40.36299+00,ETH-USD,0,0
2023-01-29 16:10:23.782731+00,ETH-USD,0.02,1609.55
2023-01-29 16:15:38.848823+00,ETH-USD,0.02,1609.55
2023-01-29 16:25:23.478295+00,ETH-USD,0.01,1609.55
2023-01-29 16:30:40.550363+00,ETH-USD,0.01,1609.55
2023-01-29 16:35:24.274347+00,ETH-USD,0.02,1608.6
2023-01-29 16:45:39.444825+00,ETH-USD,-0.001,1612.4
2023-01-29 16:55:24.062609+00,ETH-USD,-0.011,1615.763636
2023-01-29 17:00:40.329266+00,ETH-USD,-0.011,1615.763636
2023-01-29 17:10:23.764208+00,ETH-USD,-0.011,1615.763636
2023-01-29 17:20:24.240824+00,ETH-USD,-0.011,1615.763636
2023-01-29 17:30:42.20653+00,ETH-USD,-0.011,1615.763636
2023-01-29 17:40:23.763278+00,ETH-USD,-0.011,1615.763636
2023-01-29 17:50:23.951749+00,ETH-USD,-0.021,1618.161905
2023-01-29 17:55:23.646469+00,ETH-USD,-0.021,1618.161905
2023-01-29 18:05:23.748172+00,ETH-USD,-0.021,1618.161905
2023-01-29 18:10:23.756436+00,ETH-USD,-0.021,1618.161905
2023-01-29 18:20:23.95206+00,ETH-USD,-0.021,1618.161905
2023-01-29 18:30:40.314077+00,ETH-USD,-0.021,1618.161905
2023-01-29 18:40:23.748779+00,ETH-USD,-0.041,1620.765854
2023-01-29 18:50:23.950949+00,ETH-USD,-0.051,1622.478431
2023-01-29 19:00:40.476594+00,ETH-USD,-0.061,1624.121311
2023-01-29 19:05:24.23809+00,ETH-USD,-0.061,1624.121311
2023-01-29 19:15:38.218605+00,ETH-USD,-0.091,1629.718681
2023-01-29 19:25:22.838516+00,ETH-USD,-0.101,1631.984158
2023-01-29 19:35:26.032569+00,ETH-USD,-0.111,1634.390991
2023-01-29 19:45:39.414177+00,ETH-USD,-0.111,1634.390991
2023-01-29 19:50:23.93937+00,ETH-USD,-0.111,1634.390991
2023-01-29 19:55:24.028802+00,ETH-USD,-0.111,1634.390991
2023-01-29 20:05:23.820558+00,ETH-USD,-0.111,1634.390991
2023-01-29 20:15:24.594469+00,ETH-USD,-0.111,1634.390991
2023-01-29 20:20:23.932075+00,ETH-USD,-0.111,1634.390991
2023-01-29 20:25:24.039155+00,ETH-USD,-0.111,1634.390991
2023-01-29 20:35:23.798741+00,ETH-USD,-0.111,1634.390991
2023-01-29 20:45:24.604314+00,ETH-USD,-0.111,1634.390991
2023-01-29 20:55:24.022883+00,ETH-USD,0,0
2023-01-29 21:05:23.626437+00,ETH-USD,0,0
2023-01-29 21:10:23.726266+00,ETH-USD,0,0
2023-01-29 21:20:23.930002+00,ETH-USD,0,0
2023-01-29 21:30:39.695537+00,ETH-USD,0,0
2023-01-29 21:35:23.913503+00,ETH-USD,-0.01,1643.6
2023-01-29 21:45:41.963073+00,ETH-USD,-0.01,1643.6
2023-01-29 21:55:24.032991+00,ETH-USD,-0.01,1643.6
2023-01-29 22:05:24.228439+00,ETH-USD,-0.01,1643.6
2023-01-29 22:15:40.76836+00,ETH-USD,-0.01,1643.6
2023-01-29 22:25:24.002902+00,ETH-USD,-0.01,1643.6
2023-01-29 22:35:23.618763+00,ETH-USD,-0.01,1643.6
2023-01-29 22:40:23.706276+00,ETH-USD,-0.01,1643.6
2023-01-29 22:45:39.979282+00,ETH-USD,-0.01,1643.6
2023-01-29 22:55:23.408691+00,ETH-USD,-0.01,1643.6
2023-01-29 23:00:40.27686+00,ETH-USD,0,0
2023-01-29 23:10:23.701263+00,ETH-USD,-0.02,1648.5
2023-01-29 23:15:39.548504+00,ETH-USD,-0.02,1648.5
2023-01-29 23:25:23.397972+00,ETH-USD,-0.02,1648.5
2023-01-29 23:30:40.44135+00,ETH-USD,0.001,1644.4
2023-01-29 23:40:23.688963+00,ETH-USD,0.001,1644.4
2023-01-29 23:50:25.689789+00,ETH-USD,0.001,1644.4
2023-01-30 00:00:40.252894+00,ETH-USD,0.001,1644.4
2023-01-30 00:10:23.690711+00,ETH-USD,-0.009,1647.7
2023-01-30 00:20:23.880525+00,ETH-USD,0.021,1642.590476
2023-01-30 00:30:39.737528+00,ETH-USD,0.021,1642.590476
2023-01-30 00:40:23.691115+00,ETH-USD,0.021,1642.590476
2023-01-30 00:45:39.982855+00,ETH-USD,0.021,1642.590476
2023-01-30 00:50:24.076481+00,ETH-USD,0,0
2023-01-30 01:00:40.254339+00,ETH-USD,0,0
2023-01-30 01:10:23.715331+00,ETH-USD,0.01,1642.9
2023-01-30 01:20:23.875716+00,ETH-USD,0.02,1640.1
2023-01-30 01:25:23.991565+00,ETH-USD,0.02,1640.1
2023-01-30 01:30:40.248228+00,ETH-USD,0.02,1640.1
2023-01-30 01:35:23.764537+00,ETH-USD,0.02,1640.1
2023-01-30 01:40:24.274841+00,ETH-USD,0.03,1638.866667
2023-01-30 01:45:38.746864+00,ETH-USD,0.03,1638.866667
2023-01-30 01:55:23.554085+00,ETH-USD,0.03,1638.866667
2023-01-30 02:00:41.019255+00,ETH-USD,0.03,1638.866667
2023-01-30 02:10:23.672044+00,ETH-USD,0.04,1638.075
2023-01-30 02:15:39.342638+00,ETH-USD,0.04,1638.075
2023-01-30 02:20:23.263759+00,ETH-USD,0.04,1638.075
2023-01-30 02:30:40.230585+00,ETH-USD,0.04,1638.075
2023-01-30 02:35:24.159888+00,ETH-USD,0.04,1638.075
2023-01-30 02:40:24.264609+00,ETH-USD,0.04,1638.075
2023-01-30 02:50:23.885912+00,ETH-USD,0.04,1638.075
2023-01-30 02:55:24.139813+00,ETH-USD,0.05,1637.28
2023-01-30 03:05:23.764678+00,ETH-USD,0.05,1637.28
2023-01-30 03:10:23.691263+00,ETH-USD,0.05,1637.28
2023-01-30 03:20:23.913786+00,ETH-USD,0.05,1637.28
2023-01-30 03:25:23.951732+00,ETH-USD,0.05,1637.28
2023-01-30 03:35:23.731564+00,ETH-USD,0.05,1637.28
2023-01-30 03:45:39.911049+00,ETH-USD,0.05,1637.28
2023-01-30 03:55:23.963263+00,ETH-USD,0.05,1637.28
2023-01-30 04:00:41.042368+00,ETH-USD,0.05,1637.28
2023-01-30 04:10:23.818047+00,ETH-USD,0.05,1637.28
2023-01-30 04:20:23.436082+00,ETH-USD,0.05,1637.28
2023-01-30 04:30:40.224733+00,ETH-USD,0.05,1637.28
2023-01-30 04:35:23.540075+00,ETH-USD,0.05,1637.28
2023-01-30 04:40:24.425775+00,ETH-USD,0.05,1637.28
2023-01-30 04:50:23.87239+00,ETH-USD,0.05,1637.28
2023-01-30 04:55:23.962697+00,ETH-USD,0.06,1636.833333
2023-01-30 05:00:39.65806+00,ETH-USD,0.06,1636.833333
2023-01-30 05:10:23.635019+00,ETH-USD,0.07,1636.285714
2023-01-30 05:15:39.314335+00,ETH-USD,0.07,1636.285714
2023-01-30 05:25:23.93387+00,ETH-USD,0.07,1636.285714
2023-01-30 05:35:24.134967+00,ETH-USD,0.07,1636.285714
2023-01-30 05:40:23.809315+00,ETH-USD,0.07,1636.285714
2023-01-30 05:50:23.416872+00,ETH-USD,0.07,1636.285714
2023-01-30 05:55:23.93391+00,ETH-USD,0.07,1636.285714
2023-01-30 06:00:41.009935+00,ETH-USD,0.07,1636.285714
2023-01-30 06:05:25.946963+00,ETH-USD,0.07,1636.285714
2023-01-30 06:15:40.722194+00,ETH-USD,0.07,1636.285714
2023-01-30 06:25:23.338321+00,ETH-USD,0.07,1636.285714
2023-01-30 06:30:40.979372+00,ETH-USD,0.07,1636.285714
2023-01-30 06:35:24.372949+00,ETH-USD,0.08,1635.9375
2023-01-30 06:45:38.103639+00,ETH-USD,0.1,1634.25
2023-01-30 06:55:23.920399+00,ETH-USD,0.1,1634.25
2023-01-30 07:05:23.541078+00,ETH-USD,0.1,1634.25
2023-01-30 07:15:39.892915+00,ETH-USD,0.1,1634.25
2023-01-30 07:25:23.91742+00,ETH-USD,0.11,1633.445455
2023-01-30 07:35:23.510558+00,ETH-USD,0.11,1633.445455
2023-01-30 07:40:23.722764+00,ETH-USD,0.11,1633.445455
2023-01-30 07:50:23.819135+00,ETH-USD,0.11,1633.445455
2023-01-30 08:00:42.426419+00,ETH-USD,0.11,1633.445455
2023-01-30 08:10:24.454312+00,ETH-USD,0.11,1633.445455
2023-01-30 08:15:40.677199+00,ETH-USD,0.11,1633.445455
2023-01-30 08:25:24.116266+00,ETH-USD,0.12,1632.866667
2023-01-30 08:35:24.1358+00,ETH-USD,0.14,1631.092857
2023-01-30 08:45:40.658657+00,ETH-USD,0.14,1631.092857
2023-01-30 08:55:25.103593+00,ETH-USD,0.14,1631.092857
2023-01-30 09:05:23.700064+00,ETH-USD,0.16,1628.58125
2023-01-30 09:10:23.439764+00,ETH-USD,0.182,1625.42967
2023-01-30 09:15:25.698271+00,ETH-USD,0.214,1620.770093
2023-01-30 09:25:23.335986+00,ETH-USD,0.214,1620.770093
2023-01-30 09:30:40.192896+00,ETH-USD,0.214,1620.770093
2023-01-30 09:35:24.099693+00,ETH-USD,0.214,1620.770093
2023-01-30 09:45:39.269048+00,ETH-USD,0.224,1619.436607
2023-01-30 09:50:23.800568+00,ETH-USD,0.224,1619.436607
2023-01-30 10:00:39.608409+00,ETH-USD,0.234,1617.896581
2023-01-30 10:10:23.63253+00,ETH-USD,0.244,1616.40082
2023-01-30 10:15:38.672332+00,ETH-USD,0.244,1616.40082
2023-01-30 10:20:23.797423+00,ETH-USD,0.244,1616.40082
2023-01-30 10:30:23.996465+00,ETH-USD,0.244,1616.40082
2023-01-30 10:35:23.509435+00,ETH-USD,0.244,1616.40082
2023-01-30 10:40:23.769575+00,ETH-USD,0.244,1616.40082
2023-01-30 10:50:24.419956+00,ETH-USD,0.264,1614.275758
2023-01-30 11:00:38.372925+00,ETH-USD,0.274,1613.083212
2023-01-30 11:05:25.898346+00,ETH-USD,0.274,1613.083212
2023-01-30 11:15:39.266022+00,ETH-USD,0.274,1613.083212
2023-01-30 11:25:25.912061+00,ETH-USD,0.274,1613.083212
2023-01-30 11:35:24.077757+00,ETH-USD,0.274,1613.083212
2023-01-30 11:40:24.290406+00,ETH-USD,0.284,1612.052113
2023-01-30 11:45:38.65725+00,ETH-USD,0.294,1610.938095
2023-01-30 11:55:23.897355+00,ETH-USD,0.304,1610.107895
2023-01-30 12:05:24.082899+00,ETH-USD,0.324,1608.196914
2023-01-30 12:15:39.93222+00,ETH-USD,0.324,1608.196914
2023-01-30 12:20:23.953511+00,ETH-USD,0.324,1608.196914
2023-01-30 12:25:24.067899+00,ETH-USD,0.324,1608.196914
2023-01-30 12:35:23.471789+00,ETH-USD,0.334,1607.373653
2023-01-30 12:40:23.818231+00,ETH-USD,0.354,1605.742373
2023-01-30 12:45:37.451036+00,ETH-USD,0.38,1603.316842
2023-01-30 12:55:24.045557+00,ETH-USD,0.38,1603.316842
2023-01-30 13:00:25.544308+00,ETH-USD,0.38,1603.316842
2023-01-30 13:05:24.093612+00,ETH-USD,0.38,1603.316842
2023-01-30 13:15:25.065366+00,ETH-USD,0.38,1603.316842
2023-01-30 13:20:23.802439+00,ETH-USD,0.38,1603.316842
2023-01-30 13:30:40.750228+00,ETH-USD,0.38,1603.316842
2023-01-30 13:40:24.370906+00,ETH-USD,0.39,1602.667692
2023-01-30 13:45:39.238204+00,ETH-USD,0.39,1602.667692
2023-01-30 13:50:23.777851+00,ETH-USD,0.39,1602.667692
2023-01-30 14:00:25.223383+00,ETH-USD,0.4,1602.031
2023-01-30 14:05:24.274622+00,ETH-USD,0.4,1602.031
2023-01-30 14:15:25.065042+00,ETH-USD,0.4,1602.031
2023-01-30 14:25:23.462514+00,ETH-USD,0.4,1602.031
2023-01-30 14:30:24.792026+00,ETH-USD,0.4,1602.031
2023-01-30 14:40:23.582692+00,ETH-USD,0.4,1602.031
2023-01-30 14:50:23.775685+00,ETH-USD,0.4,1602.031
2023-01-30 14:55:24.052187+00,ETH-USD,0.4,1602.031
2023-01-30 15:05:24.102913+00,ETH-USD,0.4,1602.031
2023-01-30 15:15:41.037421+00,ETH-USD,0.41,1601.793659
2023-01-30 15:25:24.090633+00,ETH-USD,0.42,1601.44381
2023-01-30 15:30:24.585931+00,ETH-USD,0.42,1601.44381
2023-01-30 15:35:24.076742+00,ETH-USD,0.43,1601.028837
2023-01-30 15:45:38.630664+00,ETH-USD,0.454,1599.677533
2023-01-30 15:50:24.825529+00,ETH-USD,0.454,1599.677533
2023-01-30 16:00:41.146083+00,ETH-USD,0.454,1599.677533
2023-01-30 16:05:24.845921+00,ETH-USD,0.454,1599.677533
2023-01-30 16:15:41.022181+00,ETH-USD,0.454,1599.677533
2023-01-30 16:25:24.025716+00,ETH-USD,0.464,1599.348276
2023-01-30 16:30:40.890903+00,ETH-USD,0.464,1599.348276
2023-01-30 16:40:23.744173+00,ETH-USD,0.464,1599.348276
2023-01-30 16:50:23.847077+00,ETH-USD,0.474,1598.982278
2023-01-30 17:00:24.717911+00,ETH-USD,0.484,1598.565289
2023-01-30 17:10:24.138629+00,ETH-USD,0.484,1598.565289
2023-01-30 17:20:23.906375+00,ETH-USD,0.484,1598.565289
2023-01-30 17:30:38.946297+00,ETH-USD,0.494,1598.246154
2023-01-30 17:35:23.604864+00,ETH-USD,0.504,1597.937698
2023-01-30 17:45:39.206411+00,ETH-USD,0.504,1597.937698
2023-01-30 17:50:23.894292+00,ETH-USD,0.504,1597.937698
2023-01-30 18:00:38.28934+00,ETH-USD,0.514,1597.625681
2023-01-30 18:05:24.030585+00,ETH-USD,0.524,1597.239695
2023-01-30 18:15:38.60992+00,ETH-USD,0.524,1597.239695
2023-01-30 18:25:25.607338+00,ETH-USD,0.524,1597.239695
2023-01-30 18:35:23.408275+00,ETH-USD,0.524,1597.239695
2023-01-30 18:40:23.518269+00,ETH-USD,0.524,1597.239695
2023-01-30 18:45:39.185042+00,ETH-USD,0.534,1596.828839
2023-01-30 18:55:24.40672+00,ETH-USD,0.534,1596.828839
2023-01-30 19:05:23.586094+00,ETH-USD,0.544,1596.433088
2023-01-30 19:10:23.688+00,ETH-USD,0.74,1585.462432
2023-01-30 19:15:24.211878+00,ETH-USD,0.917,1576.221156
2023-01-30 19:25:23.841547+00,ETH-USD,0.917,1576.221156
2023-01-30 19:35:24.003227+00,ETH-USD,0.917,1576.221156
2023-01-30 19:45:39.758835+00,ETH-USD,0.917,1576.221156
2023-01-30 19:55:24.076675+00,ETH-USD,0.917,1576.221156
2023-01-30 20:00:24.530356+00,ETH-USD,0.917,1576.221156
2023-01-30 20:10:24.233237+00,ETH-USD,0.917,1576.221156
2023-01-30 20:15:39.776027+00,ETH-USD,0.917,1576.221156
2023-01-30 20:20:23.881904+00,ETH-USD,0.917,1576.221156
2023-01-30 20:30:37.704536+00,ETH-USD,0.975,1574.100923
2023-01-30 20:35:24.00462+00,ETH-USD,0.975,1574.100923
2023-01-30 20:45:40.708939+00,ETH-USD,0.975,1574.100923
2023-01-30 20:50:23.691337+00,ETH-USD,0.975,1574.100923
2023-01-30 21:00:39.469496+00,ETH-USD,0.975,1574.100923
2023-01-30 21:05:24.144017+00,ETH-USD,0.975,1574.100923
2023-01-30 21:15:23.591775+00,ETH-USD,0.975,1574.100923
2023-01-30 21:20:23.35749+00,ETH-USD,0.975,1574.100923
2023-01-30 21:30:40.832529+00,ETH-USD,0.975,1574.100923
2023-01-30 21:40:23.921088+00,ETH-USD,0.975,1574.100923
2023-01-30 21:45:39.743075+00,ETH-USD,0.985,1573.912081
2023-01-30 21:55:23.773487+00,ETH-USD,0.995,1573.71598
2023-01-30 22:05:23.377628+00,ETH-USD,0.995,1573.71598
2023-01-30 22:10:24.064927+00,ETH-USD,0.995,1573.71598
2023-01-30 22:15:39.734635+00,ETH-USD,0.995,1573.71598
2023-01-30 22:25:23.352639+00,ETH-USD,0.995,1573.71598
2023-01-30 22:30:40.214417+00,ETH-USD,0.995,1573.71598
2023-01-30 22:40:23.464099+00,ETH-USD,1.005,1573.484975
2023-01-30 22:50:23.837898+00,ETH-USD,1.037,1572.814272
2023-01-30 22:55:23.93661+00,ETH-USD,1.037,1572.814272
2023-01-30 23:00:38.23573+00,ETH-USD,1.037,1572.814272
2023-01-30 23:10:23.469266+00,ETH-USD,1.037,1572.814272
2023-01-30 23:15:24.934174+00,ETH-USD,1.037,1572.814272
2023-01-30 23:25:23.75675+00,ETH-USD,1.037,1572.814272
2023-01-30 23:35:23.360114+00,ETH-USD,1.037,1572.814272
2023-01-30 23:45:42.117256+00,ETH-USD,1.037,1572.814272
2023-01-30 23:50:23.915607+00,ETH-USD,1.037,1572.814272
2023-01-31 00:00:40.629961+00,ETH-USD,1.037,1572.814272
2023-01-31 00:05:23.953628+00,ETH-USD,1.037,1572.814272
2023-01-31 00:15:41.133872+00,ETH-USD,1.037,1572.814272
2023-01-31 00:25:23.745145+00,ETH-USD,1.037,1572.814272
2023-01-31 00:35:23.935619+00,ETH-USD,1.037,1572.814272
2023-01-31 00:40:24.040369+00,ETH-USD,1.051,1572.680875
2023-01-31 00:50:24.454325+00,ETH-USD,1.051,1572.680875
2023-01-31 01:00:40.010122+00,ETH-USD,1.051,1572.680875
2023-01-31 01:05:23.945551+00,ETH-USD,1.051,1572.680875
2023-01-31 01:15:39.710365+00,ETH-USD,1.061,1572.632988
2023-01-31 01:25:23.759537+00,ETH-USD,1.061,1572.632988
2023-01-31 01:30:40.17774+00,ETH-USD,1.061,1572.632988
2023-01-31 01:35:23.927985+00,ETH-USD,1.071,1572.548646
2023-01-31 01:45:39.105085+00,ETH-USD,1.071,1572.548646
2023-01-31 01:50:23.803013+00,ETH-USD,1.071,1572.548646
2023-01-31 02:00:40.623109+00,ETH-USD,1.071,1572.548646
2023-01-31 02:05:24.102251+00,ETH-USD,1.071,1572.548646
2023-01-31 02:15:24.31247+00,ETH-USD,0.582,1572.548646
2023-01-31 02:20:23.632059+00,ETH-USD,0.582,1572.548646
2023-01-31 02:25:23.723306+00,ETH-USD,0.582,1572.548646
2023-01-31 02:35:23.500989+00,ETH-USD,0.582,1572.548646
2023-01-31 02:40:24.027766+00,ETH-USD,0.582,1572.548646
2023-01-31 02:45:39.697971+00,ETH-USD,0.582,1572.548646
2023-01-31 02:55:23.984091+00,ETH-USD,0.582,1572.548646
2023-01-31 03:00:38.796932+00,ETH-USD,0.592,1572.521369
2023-01-31 03:05:23.925357+00,ETH-USD,0.592,1572.521369
2023-01-31 03:15:40.313584+00,ETH-USD,0.592,1572.521369
2023-01-31 03:20:23.613559+00,ETH-USD,0.592,1572.521369
2023-01-31 03:25:23.711482+00,ETH-USD,0.592,1572.521369
2023-01-31 03:35:24.676173+00,ETH-USD,0.592,1572.521369
2023-01-31 03:45:40.467326+00,ETH-USD,0.592,1572.521369
2023-01-31 03:50:23.604113+00,ETH-USD,0.592,1572.521369
2023-01-31 03:55:24.31358+00,ETH-USD,0.592,1572.521369
2023-01-31 04:05:25.71054+00,ETH-USD,0.592,1572.521369
2023-01-31 04:15:39.076846+00,ETH-USD,0.602,1572.468928
2023-01-31 04:25:23.105975+00,ETH-USD,0.602,1572.468928
2023-01-31 04:35:24.080992+00,ETH-USD,0.602,1572.468928
2023-01-31 04:45:40.869872+00,ETH-USD,0.602,1572.468928
2023-01-31 04:50:23.601269+00,ETH-USD,0.602,1572.468928
2023-01-31 04:55:23.705213+00,ETH-USD,0.602,1572.468928
2023-01-31 05:05:23.297729+00,ETH-USD,0.602,1572.468928
2023-01-31 05:10:23.996458+00,ETH-USD,0.602,1572.468928
2023-01-31 05:20:23.594523+00,ETH-USD,0.602,1572.468928
2023-01-31 05:25:23.876313+00,ETH-USD,0.602,1572.468928
2023-01-31 05:35:23.904406+00,ETH-USD,0.602,1572.468928
2023-01-31 05:40:23.99851+00,ETH-USD,0.612,1572.435604
2023-01-31 05:50:23.586142+00,ETH-USD,0.622,1572.374077
2023-01-31 06:00:39.366306+00,ETH-USD,0.636,1572.246222
2023-01-31 06:05:24.066057+00,ETH-USD,0.636,1572.246222
2023-01-31 06:15:40.861969+00,ETH-USD,0.636,1572.246222
2023-01-31 06:20:24.194336+00,ETH-USD,0.636,1572.246222
2023-01-31 06:30:40.123627+00,ETH-USD,0.636,1572.246222
2023-01-31 06:40:23.980188+00,ETH-USD,0.636,1572.246222
2023-01-31 06:50:24.175871+00,ETH-USD,0.636,1572.246222
2023-01-31 07:00:39.964228+00,ETH-USD,0.646,1572.197357
2023-01-31 07:10:24.043543+00,ETH-USD,0.646,1572.197357
2023-01-31 07:15:41.029869+00,ETH-USD,0.646,1572.197357
2023-01-31 07:25:23.674047+00,ETH-USD,0.646,1572.197357
2023-01-31 07:35:23.451935+00,ETH-USD,0.646,1572.197357
2023-01-31 07:40:23.973571+00,ETH-USD,0.646,1572.197357
2023-01-31 07:50:24.176868+00,ETH-USD,-0.01,1578.1
2023-01-31 08:00:39.520072+00,ETH-USD,-0.02,1580
2023-01-31 08:05:24.893572+00,ETH-USD,-0.02,1580
2023-01-31 08:15:41.020177+00,ETH-USD,0,0
2023-01-31 08:25:23.708886+00,ETH-USD,0,0
2023-01-31 08:30:39.348509+00,ETH-USD,0.01,1573.3
2023-01-31 08:40:23.398184+00,ETH-USD,0.01,1573.3
2023-01-31 08:45:41.040334+00,ETH-USD,0.01,1573.3
2023-01-31 08:50:24.529366+00,ETH-USD,0.02,1570.3
2023-01-31 09:00:23.759823+00,ETH-USD,0.02,1570.3
2023-01-31 09:05:23.865768+00,ETH-USD,0.02,1570.3
2023-01-31 09:15:39.68952+00,ETH-USD,0.02,1570.3
2023-01-31 09:25:23.662247+00,ETH-USD,0.02,1570.3
2023-01-31 09:35:23.589785+00,ETH-USD,0.02,1570.3
2023-01-31 09:40:24.142494+00,ETH-USD,0.02,1570.3
2023-01-31 09:50:24.160358+00,ETH-USD,0.02,1570.3
2023-01-31 10:00:25.682545+00,ETH-USD,0.02,1570.3
2023-01-31 10:10:24.756191+00,ETH-USD,0.02,1570.3
2023-01-31 10:15:26.495453+00,ETH-USD,0.02,1570.3
2023-01-31 10:25:25.635085+00,ETH-USD,0.02,1570.3
2023-01-31 10:35:24.014685+00,ETH-USD,0.02,1570.3
2023-01-31 10:45:40.21797+00,ETH-USD,0.02,1570.3
2023-01-31 10:50:24.30128+00,ETH-USD,0.02,1570.3
2023-01-31 11:00:25.591425+00,ETH-USD,0.03,1569.433333
2023-01-31 11:10:23.95174+00,ETH-USD,0.03,1569.433333
2023-01-31 11:15:23.449036+00,ETH-USD,0.03,1569.433333
2023-01-31 11:25:23.842278+00,ETH-USD,0.03,1569.433333
2023-01-31 11:30:39.909554+00,ETH-USD,0.03,1569.433333
2023-01-31 11:40:23.347211+00,ETH-USD,0.03,1569.433333
2023-01-31 11:45:39.619177+00,ETH-USD,0.03,1569.433333
2023-01-31 11:50:23.899371+00,ETH-USD,0.03,1569.433333
2023-01-31 12:00:24.931679+00,ETH-USD,0.03,1569.433333
2023-01-31 12:10:23.342998+00,ETH-USD,0.03,1569.433333
2023-01-31 12:15:40.453563+00,ETH-USD,0.03,1569.433333
2023-01-31 12:20:23.53265+00,ETH-USD,0.03,1569.433333
